date,ticker,open,high,low,close,adj_close,volume
2024-11-27,AAPL,232.9814664022851,234.1937224347506,232.32565277909848,233.43853759765625,233.43853759765625,33498400
2024-11-29,AAPL,233.31931239062584,236.3002669685808,232.48464874765904,235.8233184814453,235.8233184814453,28481400
2024-12-02,AAPL,235.76369091824088,239.26133321145704,235.654388648958,238.06895446777344,238.06895446777344,48137100
2024-12-03,AAPL,238.2875760799829,241.21884512379424,237.38334952948236,241.1095428466797,241.1095428466797,38861000
2024-12-04,AAPL,241.32814402991647,242.56027739454964,239.7184333911867,241.46725463867188,241.46725463867188,44383900
2024-12-05,AAPL,242.4410361127995,242.98753231090083,240.59284370740727,241.49705505371094,241.49705505371094,40033900
2024-12-06,AAPL,241.36787220390693,243.07695387436263,240.5431396985891,241.29830932617188,241.29830932617188,36870600
2024-12-09,AAPL,240.29475369946152,245.67041216886827,240.21525975684386,245.1835174560547,245.1835174560547,44649200
2024-12-10,AAPL,245.32261857013248,246.63424582967986,243.7824557106041,246.19703674316406,246.19703674316406,36914800
2024-12-11,AAPL,246.38582450957213,249.2077910379196,244.69660488558225,244.92515563964844,244.92515563964844,45205800
2024-12-12,AAPL,245.32260415969785,247.1608653940442,244.1202792424049,246.3858184814453,246.3858184814453,32777500
2024-12-13,AAPL,246.24671899982582,247.70737273801882,244.67674782957272,246.55474853515625,246.55474853515625,33155300
2024-12-16,AAPL,246.4156487620838,249.7841268474892,246.07779571830554,249.44627380371094,249.44627380371094,51694800
2024-12-17,AAPL,248.49236434269267,252.21855739876366,248.19426586582333,251.8707733154297,251.8707733154297,51356400
2024-12-18,AAPL,250.55917390522964,252.6657103008961,246.1672359539693,246.4752655029297,246.4752655029297,56774100
2024-12-19,AAPL,245.92873792847348,250.400169527173,245.5213371883983,248.20419311523438,248.20419311523438,60882300
2024-12-20,AAPL,246.4653249902114,253.3811464831127,244.13025293349912,252.8743896484375,252.8743896484375,147495300
2024-12-23,AAPL,253.15260355822258,254.02700659111463,251.84097626600598,253.64942932128906,253.64942932128906,40858800
2024-12-24,AAPL,253.86807977438255,256.5707984652038,253.66933730368413,256.5608825683594,256.5608825683594,23234700
2024-12-26,AAPL,256.55086249805703,258.44874034869076,255.99442012888886,257.3755798339844,257.3755798339844,27237100
2024-12-27,AAPL,256.19314630806485,257.05764856283577,251.45343969164696,253.96737670898438,253.96737670898438,42355300
2024-12-30,AAPL,250.6287005424076,251.8906421270002,249.15810064436016,250.59889221191406,250.59889221191406,35557500
2024-12-31,AAPL,250.83738041728796,251.6720440162376,247.84647977817443,248.8302001953125,248.8302001953125,39480700
2025-01-02,AAPL,247.34966196417784,247.51859606258614,240.28481431614935,242.3019256591797,242.3019256591797,55740700
2025-01-03,AAPL,241.8150177001953,242.6298040057451,240.3543488544026,241.8150177001953,241.8150177001953,40244100
2025-01-06,AAPL,242.75900387005615,245.7598357483754,241.6560500607284,243.4446258544922,243.4446258544922,45045600
2025-01-07,AAPL,241.43743349025635,243.99112508347835,239.81779188041267,240.67233276367188,240.67233276367188,40856000
2025-01-08,AAPL,240.38417847646193,242.1628232218062,238.52605495049286,241.1592254638672,241.1592254638672,37628900
